text,book
,Pride & Prejudice
"Lady Catherine had many other questions to ask respecting their journey,",Pride & Prejudice
"and as she did not answer them all herself, attention was necessary,",Pride & Prejudice
"which Elizabeth believed to be lucky for her; or, with a mind so",Pride & Prejudice
"occupied, she might have forgotten where she was. Reflection must be",Pride & Prejudice
"reserved for solitary hours; whenever she was alone, she gave way to it",Pride & Prejudice
as the greatest relief; and not a day went by without a solitary,Pride & Prejudice
"walk, in which she might indulge in all the delight of unpleasant",Pride & Prejudice
recollections.,Pride & Prejudice
,Pride & Prejudice
Mr. Darcy's letter she was in a fair way of soon knowing by heart. She,Pride & Prejudice
studied every sentence; and her feelings towards its writer were at,Pride & Prejudice
"times widely different. When she remembered the style of his address,",Pride & Prejudice
she was still full of indignation; but when she considered how unjustly,Pride & Prejudice
"she had condemned and upbraided him, her anger was turned against",Pride & Prejudice
herself; and his disappointed feelings became the object of compassion.,Pride & Prejudice
"His attachment excited gratitude, his general character respect; but she",Pride & Prejudice
"could not approve him; nor could she for a moment repent her refusal,",Pride & Prejudice
or feel the slightest inclination ever to see him again. In her own past,Pride & Prejudice
"behaviour, there was a constant source of vexation and regret; and in",Pride & Prejudice
"the unhappy defects of her family, a subject of yet heavier chagrin.",Pride & Prejudice
"They were hopeless of remedy. Her father, contented with laughing at",Pride & Prejudice
"them, would never exert himself to restrain the wild giddiness of his",Pride & Prejudice
"youngest daughters; and her mother, with manners so far from right",Pride & Prejudice
"herself, was entirely insensible of the evil. Elizabeth had frequently",Pride & Prejudice
united with Jane in an endeavour to check the imprudence of Catherine,Pride & Prejudice
"and Lydia; but while they were supported by their mother's indulgence,",Pride & Prejudice
"what chance could there be of improvement? Catherine, weak-spirited,",Pride & Prejudice
"irritable, and completely under Lydia's guidance, had been always",Pride & Prejudice
"affronted by their advice; and Lydia, self-willed and careless, would",Pride & Prejudice
"scarcely give them a hearing. They were ignorant, idle, and vain. While",Pride & Prejudice
"there was an officer in Meryton, they would flirt with him; and while",Pride & Prejudice
"Meryton was within a walk of Longbourn, they would be going there",Pride & Prejudice
forever.,Pride & Prejudice
,Pride & Prejudice
Anxiety on Jane's behalf was another prevailing concern; and Mr. Darcy's,Pride & Prejudice
"explanation, by restoring Bingley to all her former good opinion,",Pride & Prejudice
heightened the sense of what Jane had lost. His affection was proved,Pride & Prejudice
"to have been sincere, and his conduct cleared of all blame, unless any",Pride & Prejudice
could attach to the implicitness of his confidence in his friend. How,Pride & Prejudice
"grievous then was the thought that, of a situation so desirable in every",Pride & Prejudice
"respect, so replete with advantage, so promising for happiness, Jane had",Pride & Prejudice
"been deprived, by the folly and indecorum of her own family!",Pride & Prejudice
,Pride & Prejudice
When to these recollections was added the development of Wickham's,Pride & Prejudice
"character, it may be easily believed that the happy spirits which had",Pride & Prejudice
"seldom been depressed before, were now so much affected as to make it",Pride & Prejudice
almost impossible for her to appear tolerably cheerful.,Pride & Prejudice
,Pride & Prejudice
Their engagements at Rosings were as frequent during the last week of,Pride & Prejudice
her stay as they had been at first. The very last evening was spent,Pride & Prejudice
there; and her ladyship again inquired minutely into the particulars of,Pride & Prejudice
"their journey, gave them directions as to the best method of packing,",Pride & Prejudice
and was so urgent on the necessity of placing gowns in the only right,Pride & Prejudice
"way, that Maria thought herself obliged, on her return, to undo all the",Pride & Prejudice
"work of the morning, and pack her trunk afresh.",Pride & Prejudice
,Pride & Prejudice
"When they parted, Lady Catherine, with great condescension, wished them",Pride & Prejudice
"a good journey, and invited them to come to Hunsford again next year;",Pride & Prejudice
and Miss de Bourgh exerted herself so far as to curtsey and hold out her,Pride & Prejudice
hand to both.,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 38,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
On Saturday morning Elizabeth and Mr. Collins met for breakfast a few,Pride & Prejudice
minutes before the others appeared; and he took the opportunity of,Pride & Prejudice
paying the parting civilities which he deemed indispensably necessary.,Pride & Prejudice
,Pride & Prejudice
"""I know not, Miss Elizabeth,"" said he, ""whether Mrs. Collins has yet",Pride & Prejudice
expressed her sense of your kindness in coming to us; but I am very,Pride & Prejudice
certain you will not leave the house without receiving her thanks for,Pride & Prejudice
"it. The favour of your company has been much felt, I assure you. We",Pride & Prejudice
know how little there is to tempt anyone to our humble abode. Our plain,Pride & Prejudice
"manner of living, our small rooms and few domestics, and the little we",Pride & Prejudice
"see of the world, must make Hunsford extremely dull to a young lady like",Pride & Prejudice
"yourself; but I hope you will believe us grateful for the condescension,",Pride & Prejudice
and that we have done everything in our power to prevent your spending,Pride & Prejudice
"your time unpleasantly.""",Pride & Prejudice
,Pride & Prejudice
Elizabeth was eager with her thanks and assurances of happiness. She,Pride & Prejudice
had spent six weeks with great enjoyment; and the pleasure of being with,Pride & Prejudice
"Charlotte, and the kind attentions she had received, must make _her_",Pride & Prejudice
"feel the obliged. Mr. Collins was gratified, and with a more smiling",Pride & Prejudice
solemnity replied:,Pride & Prejudice
,Pride & Prejudice
"""It gives me great pleasure to hear that you have passed your time not",Pride & Prejudice
disagreeably. We have certainly done our best; and most fortunately,Pride & Prejudice
"having it in our power to introduce you to very superior society, and,",Pride & Prejudice
"from our connection with Rosings, the frequent means of varying the",Pride & Prejudice
"humble home scene, I think we may flatter ourselves that your Hunsford",Pride & Prejudice
visit cannot have been entirely irksome. Our situation with regard to,Pride & Prejudice
Lady Catherine's family is indeed the sort of extraordinary advantage,Pride & Prejudice
and blessing which few can boast. You see on what a footing we are. You,Pride & Prejudice
see how continually we are engaged there. In truth I must acknowledge,Pride & Prejudice
"that, with all the disadvantages of this humble parsonage, I should",Pride & Prejudice
"not think anyone abiding in it an object of compassion, while they are",Pride & Prejudice
"sharers of our intimacy at Rosings.""",Pride & Prejudice
,Pride & Prejudice
Words were insufficient for the elevation of his feelings; and he was,Pride & Prejudice
"obliged to walk about the room, while Elizabeth tried to unite civility",Pride & Prejudice
and truth in a few short sentences.,Pride & Prejudice
,Pride & Prejudice
"""You may, in fact, carry a very favourable report of us into",Pride & Prejudice
"Hertfordshire, my dear cousin. I flatter myself at least that you will",Pride & Prejudice
